gender,category_name,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,grade,comment
남,대인관계 및 의사소통 역량,나에게 친구란,소중하다,,,,,,상,"또래관계의 중요성을 인식하고 있으며, 또래 안에서 긍정적인 경험을 하고 있는 것으로 보인다. 
"
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,친구들이 그리울 것 같다,,,,,,중,진학과 관련하여 진로와 관련된 포부나 기대가 드러나기 보다 친구들과의 헤어짐을 아쉬워하는 모습이다. 
남,긍정적자아상,나는 ___________________________(한) 사람이다.,운동을 좋아하고 공부를 싫어하는,,,,,,상,자신의 특성이 무엇인지 알고 있으며 자신을 긍정적으로 지각하고 있다.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,세상에 단 하나뿐인 소중,,,,,,상,"자신이 소중한 존재라는 것을 인식하고 있다.
타인과의 관계에 심각하게 초점화되어 있을 수 있다."
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",수학,어려운 수학 문제를 풀고 나면 나에게 성취감이 있기 때문,,,,,상,자신이 좋아하는 과목에 대해 이해하고 있으며 자신의 특성과 연관지어서 표현하고 있다.
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부를 열심히 하고 있다,,,,,,중,희망하는 직업을 갖기 위해 행하고 있는 노력에 대해 응답하였으나 그 내용이 구체적이지 않다.
남,긍정적자아상,아빠는 나를,대학교를 가길 원한다,,,,,,하,아직 진로목표를 설정하지 못해 자신의 진로의지와 상관없이 가야하는 불편한 진실을 표현하고 있다.
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",형,"성실하고, 착하고, 내 말을 잘 들어주어서다",,,,,상,"타인을 통해 인식하는 자신의 모습이 긍정적이다.
그 이유가 구체적이다. 형이 어떤 면에서 장점이라고 생각하는지 질문해 볼 수 있다. 긍정적 자아상을 가진 것으로 추측된다."
남,긍정적자아상,나의 장점은,운동실력이 뛰어난 것이다,,,,,,상,자신의 능력에 대해서 자신감이 있으며 긍정적으로 인식하고 있다. 단점은 남들보다 크게 성장하지 못한 것에 대해서 그럴 수 있다고 생각하는 것으로 보인다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,"아이돌, 배우",,,,,,상,부모가 어떤 기대를 하고 있는지 알고 있다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부,,,,,,중,원하는 직업을 위한 준비행동으로 진로로부터 오는 부담을 공부로 덜어내는 노력을 하고 있을 가능성 있음.
남,자기이해,내가 잘 하는 것은,공부이다,,,,,,중,"자신이 잘하는 것에 대해 잘 알고 있으나 구체적으로 표현되지 않고 있다.
1번문항과 관련해 어떤 공부를 어떻게 하고 있는지 구체적으로 탐색할 필요가 있다."
남,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,미래에 나를 위해서다,,,,,,상,"진로와 학습의 관련성을 인식하고 있는 것으로 보이고, 미래를 위해 공부를 한다라는 말이 희망적이다."
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",최대한 친구의 의견에 맞춰주려고 하고 너무 안 맞으면 내 의견으로 이끄려한다,,,,,,중,또래관계에서 자신의 의견을 주장하고 타인의 의견을 따르는 것을 반복하며 서로의 의견을 조율하는 경험이 부족할 가능성이 높다.
남,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,내가 좋아하고 잘하는 직업이다,,,,,,상,"*좋은 직업의 기준을 자신이 좋아하는 직업으로 규정하고 있어, 진로 선택의 기준을 자신의 흥미에 맞추고 있음."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,착하고 건강한 사람,,,,,,상,"부모님이 내담자가 원하는 직업을 바라시는 것이 아닌, 내담자가 되기를 바라신다는 점에서 부모님과 내담자간의 의사소통에 문제가 있을 가능성이 높다.
또한, 부모님과 내담자가 의사소통을 할 때 부정적인 부분에 집중되어 있다."
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,기쁘고 재밌는 일이다,,,,,,상,"좋은 직업에 대한 기준을 제시하였으나, 단순히 직업 자체에 초점을 맞추었다. 자신의 진로 목표인 기쁘고 재밌는 일이라는 직업 가치를 고려하여 직업을 선택할 수 있도록 조력하는 것이 필요하다."
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부를 열심히 해 지식을 쌓고 있는 것,,,,,,중,"진로 목표를 설정하지 못해, 진로 준비 행동으로 학업에 집중하는 것만 언급하고 있음."
여,긍정적자아상,나의 장점은,달리기를 잘한다,,,,,,상,"자신의 장점을 인식하고 있으며, 구체적으로 표현할 수 있다."
여,긍정적자아상,엄마는 나를,이쁘다고 생각한다,,,,,,상,어머니와의 애착을 통해 긍정적인 자아상을 형성하고 있다.
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",앙 장리 파브르,부모님이 별로 좋아하지 않아도 꿋꿋이 노력했기 때문,,,,,중,닮고 싶은 인물이 구체적이며 그 이유도 자신의 특성을 고려하여 구체적으로 표현되었다.  그러나 닮고 싶은 이유가 불성실하거나 자신의 특성과 관련이 없기도 하다.
여,긍정적자아상,나의 장점은,"할 일들 이루지 않고, 바로 끝낸다",,,,,,중,"자신의 장점에 대해서 잘 지각하고 있지만, 할 일을 미루는 성향이 있어 보입니다.
미루고 난 일에 대해서는 불만감이 있을 가능성이 높아 보입니다."
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,나의 미래가 달라지기 때문이다,,,,,,중,진로와 공부하는 이유를 연결 짓고 있으나 구체적으로 표현하지는 못한다.
남,자기이해,내가 좋아하거나 즐거워하는 활동은,"춤, 유튜브 보기이다",,,,,,중,자신이 좋아하는 활동을 인식하고 있으나 진로와 관련된 흥미 활동인지는 확인이 필요하다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부,,,,,,중,자신이 희망하는 꿈을 위해 현재 하고 있는 노력으로 학생의 역할에 대해서만 언급하고 있다. 자신의 희망하는 꿈을 위해 구체적으로 할 수 있는 행동목록에 대해 알고 있는지 탐색할 필요가 있다. 
여,긍정적자아상,나의 장점은,"그림을 그리는 것, 피아노를 잘 치는 것이다",,,,,,상,자신이 가지고 있는 것을 구체적으로 표현하여 자신의 장점을 긍정적으로 인식하고 있다.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교에서 어떻게 해야 할지 생각해야겠다,,,,,,중,"진학계획을 수립하고자 하나, 진학계획이 있다는 것을 표현하지 못함."
여,긍정적자아상,나는 ___________________________(한) 사람이다.,웹툰을 좋아해 웹툰 작가를 꿈꾸는,,,,,,중,진로 목표를 설정했으나 명확한 직업명이 아닌 특정분야의 직업군을 기술했다.
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",귀찮다,,,,,,하,계획을 세우는 것을 귀찮다고 생각하고 있어 문제 해결을 위한 노력이 드러나지 않는다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,공부를 더 열심히 해야 할 것 같다,,,,,,상,졸업 후 학습에 대한 동기가 높아졌다.
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",파브르,내가 곤충을 좋아해서,,,,,중,닮고 싶은 역할모델을 구체적 인물로 표현하였다.
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",인터넷에서 찾아본다,,,,,,상,적극적으로 진로나 직업 정보를 탐색하기 위해 노력하고 있다. 인터넷 이외에도 다양한 정보원을 활용가능한지 확인해볼 필요가 있다.
남,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",부모님 의견으로 따르기,,,,,,중,진로의사결정 주체를 자신이 아닌 부모님으로 인식하는 것으로 보인다. 부모님과 의견이 다를 때 어떻게 대처하는지 구체적으로 탐색해 볼 필요가 있다.
여,긍정적자아상,아빠는 나를,힘들 거는 잘 털어놓는 성격이라고 생각한다,,,,,,상,아빠의 자신을 향한 긍정적 인식에 대해 인식하고 있으나 구체적으로 자신의 어떤 면이 힘이 되고 어려운 일이 있을 때 잘 털어놓게 되는지는 탐색이 필요하다.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,"자유로운 학교를 다니고, 검정고시를 칠 것이다",,,,,,상,희망하는 진로목표와 관련 있는 진학계획을 세우고 있다. 자신의 특성과 진로목표를 바탕으로 구체적인 계획을 세우고 있다.
여,자기이해,내가 좋아하거나 즐거워하는 활동은,친구들과 가족들과 소통하며 하는 것,,,,,,상,"자신이 좋아하는 활동에 대해서 잘 인지하고 있으며 구체적으로 잘 기술할 수 있다.
소통하는 활동을 즐거운 활동으로 표현하고 있는데 사회적 상호작용에서 긍정적인 경험을 하고 있는 것으로 보인다."
남,긍정적자아상,나는 ___________________________(한) 사람이다.,재밌고 잘 먹는,,,,,,상,자신을 긍정적으로 지각하고 있다.
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,시험,,,,,,중,가장 걱정되는 것을 진로와 연결지어 표현하기 보다 단순히 시험으로만 표현하였다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,게임하기,,,,,,상,프로게이머라는 학생의 진로대안을 고려하였을 때 진로준비행동의 방법에 대해 인식하고 있다. 
남,긍정적자아상,아빠는 나를,싫어한다,,,,,,하,3번 문항과 비슷하게 아빠와의 관계에서 긍정적인 자아상이 드러나지 않는다. 아버지의 인정을 받지 못하고 있다. 
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,재미없다,,,,,,하,또래 관계를 형성하는 것에 관심이 없고 부정적으로 표현함. 학교 생활에 불만이 있는 것은 아닌지 파악할 필요가 있음.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,평범한,,,,,,중,"자신의 특성을 중립적으로 표현하였다.
본인이 인식하는 자아상이 어떠한지 추가적으로 탐색할 필요가 있다."
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",기안84, ,,,,,중,"닮고 싶은 역할모델을 구체적으로 표현하였으나, 이유가 다소 추상적이다. 이다. 기안84가 어떤 부분을 닮고 싶은지 구체화시킬 필요가 있다."
여,긍정적자아상,엄마는 나를,좋아한다,,,,,,상,"어머니에게서 애정을 느끼고 있고, 긍정적인 관계를 유지하고 있음."
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,집에 있을 시간,,,,,,중,"자신의 진로와 관련하여 기대하는 것을 인식하고 있으나, 사회적 거리두기를 고려한 생활상을 예측하지 못하고 있다. 자신의 진로가 없는 사람의 경우에는 앞으로의 여가시간을 어떻게 보낼지를 기대되는 것으로 꼽았다."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,"치과의사, 의사",,,,,,상,부모가 자신에게 하는 기대에 대해 인식하고 구체적으로 표현할 수 있다. 
여,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",네이버에 찾아본다,,,,,,상,관심 있는 직업에 대한 정보를 얻기 위한 방법에 대해 알고 있다. 적극적으로 진로나 직업정보를 탐색하기 위해 노력하고 있다.
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",처음엔 내 말을 고집하는데 안 되면 부모님 말을 따른다,,,,,,중,부모님과 의견 차이가 나는 상황에서 처음에는 자신의 의견을 고집하다가 안 될 때 부모의 의견을 따르는 모습을 따른다고 표현하였다. 의견 차이를 조율하려 노력하지는 않고 있다. 
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구를 배려한다,,,,,,중,"친구와 의견 차이가 있을 때 친구를 배려한다고 표현하였다. 친구를 배려한다는 표현이 친구의 의견을 따른다는 것인지, 친구를 배려하며 의견을 조율하고자 노력하는 것인지 추가적으로 탐색할 필요가 있다. "
여,긍정적자아상,아빠는 나를,사랑한다,,,,,,상,아버지의 애정을 인식하고 있고 안정적인 애착을 형성하고 있다. 
여,긍정적자아상,나는 ___________________________(한) 사람이다.,열심히 사는,,,,,,중,열심히 사는 것에 대해 가치있게 인식하고 긍정적으로 인식하고 있으나 다소 추상적으로 표현하였다.
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,내 미래,,,,,,중,미래에 대해 긍정적 기대를 가지고 있으나 구체적으로 어떤 모습 그려질지에 대해서는 나타나 있지 않다.
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,나중에 나 자신을 부끄럽지 않으려고,,,,,,상,직업의 목적을 자신의 정체성 확립에 두고 있다. 나중에 자신이 없어도 부끄럽지 않도록 직업을 가진다는 의미로 이해된다.
여,긍정적자아상,엄마는 나를,뭔가를 잘 한다고 믿는다,,,,,,상,어머니가 내담자를 신뢰로운 시선으로 바라보고 있으며 긍정적인 인식을 하고 있다. 어머니의 믿음에 부응하기 위해 내담자는 계속해서 노력할 것이다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,훌륭한 의사,,,,,,상,부모님의 기대를 이해하고 이를 구체적으로 서술하였다.
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,축구선수로서 생활,,,,,,상,자신이 선호하는 진로목표를 달성했을 때의기대를 표현하고 있다.
남,긍정적자아상,나는 ___________________________(한) 사람이다.,잘생기고 영리,,,,,,상,자신의 특성에 대해서 긍정적으로 인식하고 있는 모습이다.
여,자기이해,내가 좋아하거나 즐거워하는 활동은,운동이다,,,,,,상,"자신의 흥미와 진로 간 연결 고리를 찾고 있으며, 구체적으로 표현할 수 있다. 
운동을 왜 좋아하는지 탐색해보면 좋을 듯 하다."
여,대인관계 및 의사소통 역량,나에게 친구란,"이야기를 나눌 수 있고, 놀 수 있다",,,,,,중,"*또래 관계의 중요성을 인식하고 있으나, 양가적으로 표현함. 긍정적인 또래 관계를 형성하고 있지 않을 수 있음."
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,병원에 의사가 없으면 치료를 못해주는 것처럼 직업이 없으면 안 된다,,,,,,상,"직업의 필요성을 구체적으로 인식하고 있음.
어떤 직업이 필요하다고 느끼는지 추가질문해 볼 수 있음."
여,긍정적자아상,아빠는 나를,사랑한다,,,,,,상,아빠가 자신을 사랑한다는 것을 알고 있다.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,더 열심히 공부하고 하고 싶은 취미도 하며 살고 싶다,,,,,,상,"중학교 진학에 대한 포부와 현재보다의 성장을 위해 더 열심히 살고자 하는 의지가 있다.
"
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",부모님 의견을 따른다,,,,,,중,부모님과 의견 차이를 좁히기 위해 노력하기보다 부모님의 의견을 따른다.
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,열심히 살기 위해서이다,,,,,,중,직업의 역할 중에서 생계유지에만 초점을 두고 있다. 19번 문항에서 삶에 대한 태도와 연결될 수 있다.
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",당연한 것이라고 생각한다,,,,,,상,목표 달성을 위한 계획의 필요성과 장점을 인식하고 있다.
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,"지구온난화, 기후위기",,,,,,중,미래에 대한 걱정이 자신이나 진로와의 관련성이 다소 떨어진다. 
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",짜증나고 밉고 화가 난다,,,,,,하,"부모님과의 의견차이에 있어서, 의견을 조율하기 보다는 감정적으로 대응하는 편이다."
여,긍정적자아상,나는 ___________________________(한) 사람이다.,영어를 잘 하는,,,,,,상,자신의 특성에 대해 긍정적으로 인식하고 있다.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,재밌고 웃긴,,,,,,상,자신의 특성에 대해서 잘 인식하고 긍정적으로 인식하고 있다.
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,수업에 집중하고 싶다,,,,,,중,"초등학교를 졸업함으로써 수업에 더 집중할 수 있게 된다는 의미인지, 수업에 더 집중하고 싶은 다른 이유가 있는지 탐색이 필요하다."
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는, ,,,,,,하,직업이 필요한 이유를 경제적 가치로만 압축하여 설명하고 있다.
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,성적,,,,,,하,공부와 관련된 걱정이 많다. 성적에 대한 부모님의 압박이 있었을 것으로 예상된다.
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",체육,체육 하면서 재밌는 활동을 많이 해서,,,,,상,좋아하는 과목을 구체적으로 표현함. 자신이 흥미를 느끼는 영역과 과목의 특징을 잘 알아차리는 것으로 보임.
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,의사이다,,,,,,중,"직업 선택의 기준으로 보수, 직업 안정성 등 경제적 가치를 중시한다."
여,긍정적자아상,나의 장점은,사람들을 웃겨준다,,,,,,상,"자신이 잘 하는 것을 알고, 자신의 능력을 긍정적으로 평가하고 있음. 사람들을 웃게 해주는 능력을 자신의 장점으로 인식하고 있으며, 진로와 관련해서도 긍정적인 영향을 미칠 것으로 보임."
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",조하율,똑똑하고 예쁘기 때문에,,,,,상,자신이 닮고 싶어하는 대상을 구체적으로 표현하고 있으며 그 근거를 구체적인 직업으로 들고 있다.
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부,,,,,,중,"*진로와 공부를 하는 이유를 연결 짓고 있으나, 구체적으로 표현하지는 못함."
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,소소한 기쁨이다,,,,,,중,관계에서의 긍정정서를 표현하였고 구체적으로 친구들과 언제 기쁨을 느끼는지 탐색할 필요가 있다.
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,내 미래,,,,,,중,미래에 대한 기대를 가지고 있으나 구체적인 진로 계획으로 인식하지 못하고 있다.
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,수의사이다,,,,,,중,직업 가치 보다는 자신의 적성이나 흥미에 맞는 직업을 응답하고 있다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",그 의견에 반박을 한다,,,,,,하,또래와의 갈등 상황에서 의견을 조율하여 타협점을 찾기보다 일방적으로 자신의 의견을 내세우는 편이다. 
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",하나로 통일하려고 노력한다,,,,,,상,"의견 통일을 위해 노력하는 모습이 나타나고, 또래와의 관계에서 적절한 상호 존중을 바탕으로 한 의사소통 방식을 이해하고 활용할 수 있을 것으로 기대된다."
여,긍정적자아상,아빠는 나를,사랑하고 좋아하신다,,,,,,상,긍정적인 자아상을 가지고 있다고 판단된다.
여,자기이해,내가 가장 소중하게 여기는 것은,가족,,,,,,상,"자신이 소중하게 여기는 가치를 구체적으로 표현하였다. 또한 생애가치 및 직업가치가 가족인 것으로 보아, 가족을 가장 소중하게 여기는 이유를 탐색해볼 필요가 있다."
여,긍정적자아상,나의 장점은,글씨가 바르다,,,,,,상,"자신의 장점을 인식하고 표현할 수 있으며, 구체적으로 설명할 수 있다."
여,긍정적자아상,엄마는 나를,많이 아끼시고 사랑해 주신다,,,,,,상,"어머니의 애정을 인식하고 있고, 어머니로부터 사랑받고 있음을 느끼고 있다."
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",좋은 습관인 것 같다,,,,,,중,"계획을 세울 때 좋은 습관을 지닌 것으로 보이며, 앞으로 진로를 계획할 때 도움이 될 수 있는 역량을 지닌 것으로 보인다. 
다만 얼마나 구체적으로 계획을 세울 수 있는지는 조금 더 탐색이 필요하다."
여,대인관계 및 의사소통 역량,나에게 친구란,고민도 털어놓고 서로 이해해 주는 사람,,,,,,상,"또래관계의 중요성을 인식하고 있고, 긍정적인 친구관계를 형성하고 있다."
여,대인관계 및 의사소통 역량,나에게 친구란,없으면 몹시 허전하고 그리운 존재,,,,,,상,또래 관계를 긍정적으로 인식하고 있고 중요하게 생각하고 있다.
여,자기이해,내가 좋아하거나 즐거워하는 활동은,"운동, 즉 몸을 움직이는 활동이다",,,,,,상,"자신이 좋아하는 활동을 구체적이고 긍정적으로 표현하였으며, 이를 통해 자신의 특징적인 성격을 잘 이해하고 있다고 볼 수 있다."
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,어느 중학교를 갈지 궁금하다,,,,,,하,진로에 대한 궁금증 보다는 진학 계획을 수립하는데 필요한 정보 탐색 능력이 부족함.
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,열심히 운동을 하고 있는 것,,,,,,상,자신의 직업을 갖기 위해 운동이라는 구체적인 노력을 기울이고 있다.
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",내가 원하는 것을 택한다 왜냐하면 내 인생이기 때문이다,,,,,,상,진로결정의 주체가 자신임을 인식하고 있다.
여,자기이해,내가 가장 소중하게 여기는 것은,우리 가족이다,,,,,,상,자신이 소중하게 여기는 것에 대하여 가족이라고 응답하고 있다.
여,긍정적자아상,엄마는 나를,끔찍하게 아낀다,,,,,,상,어머니와 애착이 잘 형성되어 있으며 학생 자신에 대한 어머니의 애정을 잘 인식하고 있다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,선생님,,,,,,상,부모의 기대가 무엇인지 알고 있다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",접는다,,,,,,중,"친구들과 의견이 다른 상황에서 어떠한 결정을 내리는지에 대한 탐색과 함께, 의견이 다른 상황에서 다소 수동적인 태도를 취하는 것으로 파악된다.
이에 대한 학생의 의견과 느낌을 탐색할 필요가 있다."
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",미술,기발난 아이디어를 내서,,,,,상,"자신이 좋아하는 과목을 구체적으로 표현하였고, 그 이유를 기발한아이디어를 내서라고 하여 미술을 좋아한다는 것에 대한 주관이 뚜렷한 것으로 보임.
다만 미술을 좋아한다는 것이 학생에게 어떤 의미인지 추가적인 질문이 필요함."
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,잘 모르겠다,,,,,,하,원하는 직업을 갖기 위한 진로준비행동을 전혀 하지 않고 있다.
남,긍정적자아상,나는 ___________________________(한) 사람이다.,행복한,,,,,,중,자신이 인식하는 자신의 상태를 중립적으로 표현하고 있다.
남,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,돈을 벌어 먹고살기 위해서,,,,,,중,직업의 역할 중 생계 유지 목적에 초점을 맞추고 있다. 다른 이유에 대해서도 알고 있는 지 추가 탐색할 필요가 있다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부,,,,,,중,"원하는 직업을 위해 필요한 것이 공부라는 사실을 인식하고 있으나, 구체적으로 어떤 공부를 하고 있는지 파악하기 어렵다. 자신의 특성을 고려한 진로목표를 설정하기 위해 현재 공부에 대한 노력을 기울이고 있는 것으로 보인다.    공부 외에 준비해야 될 것에 대한 탐색이 필요해 보인다."
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,별로 재미없다,,,,,,하,친구들과 대화하는 것에 대한 흥미가 거의 없는 것으로 파악된다.
여,긍정적자아상,아빠는 나를,좋아한다,,,,,,상,"아빠의 애정을 인식하고 있으며, 안정적인 애착을 형성하고 있을 수 있습니다."
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",그 직업에 대해서 알아본다,,,,,,중,직업정보를 얻는 방법에 대해 구체적으로 표현하지 않아 더 탐색이 필요해 보인다.
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",슈바이처,나도 그처럼 힘들고 아픈 사람들을 도와주고 싶기 때문,,,,,상,"닮고 싶은 인물이 구체적이며, 그 이유도 분명하게 표현하고 있다."
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",알고 싶어 한 적이 없다,,,,,,하,직업 정보를 찾아볼 시도조차 하지 않았다.
여,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",요리사,요리는 재미있기 때문,바리스타,바리스타가 돼서 엄마 아빠께 커피를 드리고 싶기,돈 많은 백수,돈이 많으면 부모님과 여행도 가고 용돈도 드리고 싶기 때문,상,자신의 꿈과 관련하여 구체적인 직업명을 기술하였다.
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",서희,밝고 재미있고 친구를 잘 사귀기 때문,,,,,상,자신이 추구하는 삶의 모습을 구체적으로 표현하고 있다.
여,긍정적자아상,엄마는 나를,오빠보다는 아니지만 좋아하다,,,,,,중,*첫째로 자녀를 낳고 약 11년간 자녀를 우선시하여 양육한 것으로 보임. *
남,긍정적자아상,엄마는 나를,하나뿐인 첫째로 생각한다,,,,,,하,어머니와의 애착이 잘 형성되지 않았거나 긍정적인 자아상이 확립되지 않은 것으로 보인다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,운동,,,,,,중,"원하는 직업을 갖기 위해 필요한 요건에 대한 인식이 있으나, 구체적인 노력이 드러나지 않는다."
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교 간다,,,,,,중,초등학교 이후 중학교에 진학한다는 당위적 사실에 대해서만 언급했다.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,"엄마, 아빠에게 사랑스러운",,,,,,중,부모님과의 관계에서 긍정적 자아상을 형성하고 있으나 구체적인 표현이 없다.
여,대인관계 및 의사소통 역량,나에게 친구란,기댈 수 있는 사람 중 1명이다,,,,,,중,"또래 관계의 중요성을 인식하고 있고 긍정적인 또래 관계를 형성하고 있다. 하지만, '기댈 수 있는 사람'의 의미에 대한 추가 탐색이 필요하다."
여,자기이해,내가 좋아하거나 즐거워하는 활동은,친구들이랑 자전거 타기,,,,,,상,"자신이 좋아하는 활동에 대해서 잘 이해하고 있으며 즐겁게 생활하고 있다.
자전거 타는 것이 본인에게 어떤 의미인지, 진로와 연관해서 생각해볼 의미가 있는지 등 탐색해보면 좋겠다."
여,긍정적자아상,나의 장점은,친구가 많다,,,,,,하,"자신의 장점에 대해서 기술 하지못하였다.
친구가 많은점이 본인의 단점인지 또는 대인관계 형성에 있어서 어려움이 있지는 않은지 확인할 필요가 있다."
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,내가 하고 싶은 걸 하시라고 한다,,,,,,상,부모님의 기대를 이해하고 구체적으로 서술하였다.
